5.038221261101266668e-01,5.038221261101266668e-01,5.038221261101266668e-01,2.710988749434415854e-02,-2.101439881718966673e-02,-2.101439881718966673e-02,-5.343309493657786430e-02,-5.776737300315840096e-02,-2.101439881718966673e-02,-2.101439881718966673e-02,-2.101439881718966673e-02,-2.101439881718966673e-02,4.203471777642528995e-01,-2.101439881718966673e-02,7.119343331001268815e-01,-2.101439881718966673e-02,2.778040841040447351e+00,-2.101439881718966673e-02,-2.101439881718966673e-02,-3.902406288392437528e+00,-2.101439881718966673e-02,-2.101439881718966673e-02,-6.851563625727560281e-01,-2.101692862937342698e-01,-2.877934267246111677e-01
1.050260841047823357e+00,-4.819740908269432023e-01,-4.819740908269432023e-01,1.050260841047823357e+00,-4.819740908269432023e-01,-4.819740908269432023e-01,-4.819740908269432023e-01,-4.819740908269432023e-01,6.327798493229093157e-01,-4.819740908269432023e-01,-4.819740908269432023e-01,2.250775242366966467e+00,1.851477746230919985e+00,1.851477746230919985e+00,1.851477746230919985e+00,-4.819740908269432023e-01,-4.819740908269432023e-01,-4.819740908269432023e-01,-4.819740908269432023e-01,-3.961248806546376344e-01,-4.819740908269432023e-01,-8.382658627778045712e-01,-8.871271023997866489e-01,-1.253147839299993738e+00,-8.981811465957982854e-01
-4.902973972514299561e-01,-2.580566506627142154e-01,-1.615690414527342078e-01,-4.097726952632553266e-01,1.444142230148004247e+00,1.601681243424876389e+00,1.086255314497294178e+00,-1.399420681472704153e+00,-1.190894541427433229e+00,-2.323211002590874763e-01,-2.323211002590874763e-01,-1.171503732703957357e-01,-1.171503732703957357e-01,-2.323211002590874763e-01,-1.918390064265988793e+00,1.636517173432810779e+00,-2.323211002590874763e-01,2.875184359410018597e+00,-3.784812554509308091e-01,-1.616140109144583170e-01,-2.360218939033609520e-01,-2.348892185049024639e-01,-2.639422732258728810e-01,-1.555915517268453840e-01,-2.212538978132312373e-01
2.196533581146542791e-01,3.985218552664654412e-01,1.541223753510509775e+00,-3.790368040182457765e+00,3.287209920376911731e-01,3.287209920376911731e-01,-8.857034326206822406e-02,1.411533230025515673e-01,1.397266971504012578e-01,1.396588285315049360e-01,1.396176722240397017e-01,4.205817967519461242e-01,1.396176722240397017e-01,2.217005399288298761e+00,9.643562614512239672e-02,1.570972142134319932e-02,1.008129064736620478e-01,1.576635075918755291e-01,-2.152317065926535600e-01,-1.385120057799929805e-01,4.295884772554232206e-02,-9.502808667132659481e-01,-2.929818699791479353e-01,1.396176722240397017e-01,-1.231455789211791663e+00
2.196533581146542791e-01,3.985218552664654412e-01,1.541223753510509775e+00,-3.790368040182457765e+00,3.287209920376911731e-01,3.287209920376911731e-01,-8.857034326206822406e-02,1.411533230025515673e-01,1.397266971504012578e-01,1.396588285315049360e-01,1.396176722240397017e-01,4.205817967519461242e-01,1.396176722240397017e-01,2.217005399288298761e+00,9.643562614512239672e-02,1.570972142134319932e-02,1.008129064736620478e-01,1.576635075918755291e-01,-2.152317065926535600e-01,-1.385120057799929805e-01,4.295884772554232206e-02,-9.502808667132659481e-01,-2.929818699791479353e-01,1.396176722240397017e-01,-1.231455789211791663e+00
6.011655667015893822e-01,1.129012323530379946e+00,3.068519736896097694e+00,7.114004343207014358e-01,-1.867044057180765604e-01,-3.982003972093921540e-01,-3.982003972093921540e-01,-3.982003972093921540e-01,8.834702456967431505e-01,-3.982003972093921540e-01,1.535801151180935964e+00,-3.982003972093921540e-01,-2.729922714119556115e+00,-4.035189270779758752e-01,-4.017593685619723076e-01,-3.970458471573233838e-01,-3.950168045907297976e-01,-3.982003972093921540e-01,8.747010047813318090e-02,-3.982003972093921540e-01,7.266987858956656110e-01,-2.673233068161590675e-01,-3.966626771669020113e-01,-4.011463110106412988e-01,-3.770352020151644945e-01
1.160450526555627526e+00,1.000134932763497408e+00,-2.237764093025839784e+00,-9.836018654078715340e-01,1.155206604637769363e+00,-5.807523844308942057e-02,-5.683252274123719028e-01,-5.807523844308942057e-02,4.806731081350573143e-01,-7.464853492183928622e-03,-7.115177961237206805e-01,-6.050480978364722873e-01,1.891876254802088708e-01,5.073247604441878389e-01,-2.155737611264256781e-01,-4.398573374017644699e-01,1.804153914530288949e+00,9.349836228531969162e-01,1.146675743055548535e+00,-1.562321775533020429e-01,-1.666614991923761835e+00,-1.936164476851551797e+00,1.119201107785549043e+00,-1.708960912885729988e-01,3.172193000890859427e-01
4.325949897925254639e+00,1.176240971308445626e+00,6.096013059535370093e-01,-1.876070682326818062e-01,-3.903806676454590341e-01,-3.999229075587541482e-01,-4.008234682758231027e-01,-3.154047160768004288e-01,-4.039276855539280509e-01,-4.610843984442825616e-01,-3.161952752463052518e-01,-3.385606830648203447e-01,-3.986134919999587689e-01,-2.437395002229576224e-01,-3.586093547598294684e-01,-4.204583619935444161e-01,-4.210318147338442674e-01,-4.654073843506806862e-01,-4.295482627521351460e-01,2.210253586881255061e-01,-4.212153242624742111e-01,-3.995882806575624668e-01,-3.986602778651107126e-01,-3.980059058130089311e-01,1.235967295634598395e+00
-5.075504965453555561e-01,-5.086985784213757800e-01,-5.149526594525799528e-01,-4.731557704042538837e-01,-5.278891815477161353e-01,-5.515989835621412096e-01,2.072970164031971319e+00,-6.006863938102899869e-01,-9.277451527583631119e-01,-1.043687472328350241e+00,1.452735505216789402e+00,-1.110492479914102354e-01,-4.621196871948637930e-01,-4.159575765654677793e-01,-4.449150140008663046e-01,-5.665697333313411965e-01,-5.544094557835057557e-01,2.451946629945550571e-01,2.924800862016540215e+00,1.055234205912821022e+00,-4.327670932973134987e-01,1.773472085214718330e+00,2.115401392356132393e-02,-4.626819118955095012e-01,-4.391270904202526082e-01
-3.794415468296978844e-01,-3.562110302225685032e-01,-3.519946996803511863e-01,-2.327989757009477356e-01,-4.765994365480232253e-01,-4.404595235914834372e-01,-3.794415468296978844e-01,-4.386235765068691728e-01,-4.674257457119988524e-01,3.727562511564541659e-01,-1.022970204591788085e-01,-4.355863991527313406e-01,-4.158435499143017244e-01,-3.809460988713402330e-01,-3.828590868249500123e-01,-3.814070090763557186e-01,-3.838897710667605878e-01,-1.535312533642288202e-01,4.906925756104104641e-01,1.578074394871567199e+00,4.380956126799812722e+00,3.948160556837370661e-01,-3.173637868059048239e-01,-3.616731050513300461e-01,-3.789022419132616060e-01
